mean_red,mean_green,mean_blue,red_blue_ratio,intensity_std,edge_density,smoke_whiteness,haze_index,hot_pixel_fraction,local_contrast,fire_label
0.8967852278,0.5510379313,0.4596081494,1.946959099,0.3274837205,0.3141166249,0.4973013599,0.524818781,0.382825139,0.6790987295,1
0.4367993402,0.405424254,0.3049895431,1.427497606,0.1707620647,0.1352306465,0.3031391505,0.3730904165,0.2002731274,0.7427317227,0
0.6050472401,0.3618039236,0.2781823933,2.167211309,0.1832552686,0.2944575938,0.2813254386,0.2168068314,0.09240974376,0.5620054522,0
0.3600993928,0.3057285214,0.4396319682,0.8172339249,0.1985432573,0.2613159042,0.3518429317,0.4502536982,0.09089249226,0.6905908323,0
0.7166615176,0.4980063618,0.3369767926,2.120445939,0.291967899,0.1725712777,0.5939934693,0.5520567565,0.1358332873,0.3483171421,1
0.5397576186,0.5883194515,0.2429524955,2.212552151,0.2932137721,0.3291009627,0.6425673322,0.2513417812,0.2955058484,0.4497152214,1
0.4307496742,0.5766330268,0.4971344285,0.8647257639,0.08493176259,0.217635687,0.294912455,0.3802159086,0.06603427347,0.3562309273,0
0.6145892103,0.5209932748,0.5395101907,1.137053882,0.09931124365,0.2285094153,0.4528868897,0.4129325399,0.7087905372,0.4267309402,1
0.7670980063,0.5138543317,0.555716089,1.377898037,0.2396947155,0.2796321365,0.336421219,0.8777111468,0.6706536692,0.3461410806,1
0.4075577089,0.619762378,0.4187007721,0.9710673315,0.2097010548,0.2425091171,0.4121297709,0.4835056792,0.1839779406,0.7443062384,0
0.3021082513,0.4832081461,0.4625932096,0.6516666876,0.1776473309,0.5078156617,0.3437017286,0.1641639632,0.02988695539,0.4440826893,0
0.5642954365,0.5146129676,0.5369868223,1.048901968,0.1263964537,0.2464285367,0.4594841021,0.1270723647,0.04622637449,0.4787885294,0
0.652702672,0.4179216138,0.335858421,1.937617205,0.2038024667,0.3440881011,0.380946271,0.5595748245,0.05499730556,0.268118203,0
0.4989794107,0.3137956629,0.5110677684,0.9744401845,0.3288829889,0.3145522492,0.5294265108,0.8227547964,0.2480109288,0.1989010008,1
0.6239579539,0.38161511,0.4275396234,1.456009946,0.2231115613,0.3352750225,0.4730665087,0.4078538273,0.4315898643,0.7549486421,1
0.4262855439,0.4490840961,0.4913711652,0.8657808864,0.1449197462,0.3429088404,0.4353508019,0.3988770612,0.009666337336,0.464147661,0
0.4061710827,0.4560785373,0.4186093021,0.9679744483,0.05762245835,0.3881361487,0.3880709694,0.5146161264,0.08674863821,0.8441078176,0
0.2494596273,0.6426285855,0.529625671,0.4701235559,0.07831899192,0.3266446076,0.2428947795,0.3302555387,0.03124141274,0.477429512,0
